CustomerID,Month,MonthlyRevenue,Segment
12912.0,2011-11,540.0,Frequent Low Spender
12912.0,2011-12,804.2399999999999,Frequent Low Spender
12913.0,2010-12,417.62,Frequent Low Spender
12913.0,2011-02,313.8,Frequent Low Spender
12913.0,2011-03,134.97,Frequent Low Spender
12913.0,2011-11,1082.1399999999999,Frequent Low Spender
12913.0,2011-12,535.0999999999999,Frequent Low Spender
12915.0,2010-12,199.64999999999998,Other
12915.0,2011-07,164.0,Other
12916.0,2011-01,847.85,Other
12916.0,2011-03,649.7800000000001,Other
12916.0,2011-05,815.1499999999999,Other
12916.0,2011-07,693.37,Other
12917.0,2011-08,594.0,Other
12919.0,2011-06,206.2,Frequent Low Spender
12919.0,2011-07,52.8,Frequent Low Spender
12919.0,2011-08,182.64999999999998,Frequent Low Spender
12919.0,2011-11,605.64,Frequent Low Spender
12919.0,2011-12,287.9,Frequent Low Spender
12920.0,2011-11,164.23000000000002,Other
12921.0,2010-12,687.8000000000002,High Value
12921.0,2011-01,481.7,High Value
12921.0,2011-02,2003.8800000000008,High Value
12921.0,2011-03,1063.87,High Value
12921.0,2011-05,1277.19,High Value
12921.0,2011-06,556.88,High Value
12921.0,2011-07,2192.779999999999,High Value
12921.0,2011-08,660.45,High Value
12921.0,2011-09,2471.43,High Value
12921.0,2011-10,1328.0700000000002,High Value
12921.0,2011-11,3863.04,High Value
12922.0,2011-07,405.38,Other
12923.0,2011-10,176.97,Other
12924.0,2011-01,58.190000000000005,Other
12924.0,2011-03,229.8,Other
12924.0,2011-05,367.28000000000003,Other
12924.0,2011-09,278.43,Other
12925.0,2011-09,368.31,Other
12925.0,2011-12,325.73999999999995,Other
12928.0,2010-12,392.34,Frequent Low Spender
12928.0,2011-04,387.7,Frequent Low Spender
12928.0,2011-07,356.1,Frequent Low Spender
12928.0,2011-10,334.00000000000006,Frequent Low Spender
12928.0,2011-11,592.56,Frequent Low Spender
12929.0,2011-02,117.85000000000001,Other
12930.0,2011-06,221.56,Other
12930.0,2011-09,194.24,Other
12931.0,2010-12,177.0,High Value
12931.0,2011-02,1696.3999999999999,High Value
12931.0,2011-03,62.5,High Value
12931.0,2011-04,1488.0,High Value
12931.0,2011-05,496.79999999999995,High Value
12931.0,2011-08,28610.0,High Value
12931.0,2011-10,1909.36,High Value
12931.0,2011-11,7615.9,High Value
12933.0,2011-03,110.74999999999999,Other
12933.0,2011-06,246.73999999999998,Other
12933.0,2011-11,250.04000000000002,Other
12935.0,2011-01,431.6299999999999,Frequent Low Spender
12935.0,2011-05,434.5999999999999,Frequent Low Spender
12935.0,2011-07,353.09,Frequent Low Spender
12935.0,2011-08,316.02000000000004,Frequent Low Spender
12935.0,2011-11,281.58000000000004,Frequent Low Spender
12935.0,2011-12,343.78,Frequent Low Spender
12936.0,2011-09,798.4600000000002,Other
12936.0,2011-11,265.44000000000005,Other
12937.0,2011-03,217.42999999999998,Other
12937.0,2011-05,210.79999999999998,Other
12937.0,2011-09,398.21000000000004,Other
12937.0,2011-11,677.8299999999996,Other
12938.0,2011-11,114.14,Other
12939.0,2011-01,1933.2000000000003,High Value
12939.0,2011-02,3376.08,High Value
12939.0,2011-03,1919.0400000000002,High Value
12939.0,2011-07,761.76,High Value
12939.0,2011-09,1046.04,High Value
12939.0,2011-10,2545.6800000000003,High Value
12940.0,2011-09,361.27000000000004,Other
12940.0,2011-10,552.2700000000001,Other
12942.0,2010-12,258.75,Other
12942.0,2011-05,137.76999999999998,Other
12942.0,2011-07,287.3799999999999,Other
12944.0,2010-12,286.95,Other
12944.0,2011-11,317.56,Other
12945.0,2011-02,462.95000000000005,Other
12947.0,2010-12,304.03999999999996,Frequent Low Spender
12947.0,2011-01,301.6600000000001,Frequent Low Spender
12947.0,2011-04,429.57000000000005,Frequent Low Spender
12947.0,2011-06,344.42,Frequent Low Spender
12947.0,2011-07,224.3,Frequent Low Spender
12948.0,2011-03,528.9599999999999,Frequent Low Spender
12948.0,2011-05,357.3,Frequent Low Spender
12948.0,2011-08,537.7,Frequent Low Spender
12948.0,2011-10,431.04999999999995,Frequent Low Spender
12948.0,2011-11,209.94,Frequent Low Spender
12949.0,2011-04,1534.3,High Value
12949.0,2011-05,716.3999999999999,High Value
12949.0,2011-08,1198.72,High Value
12949.0,2011-11,717.7999999999998,High Value
12950.0,2011-11,311.6,Other
12950.0,2011-12,1531.4,Other
12951.0,2011-01,306.09000000000003,Frequent Low Spender
12951.0,2011-04,155.19,Frequent Low Spender
12951.0,2011-05,163.60000000000002,Frequent Low Spender
12951.0,2011-06,126.9,Frequent Low Spender
12951.0,2011-12,312.29,Frequent Low Spender
12952.0,2011-09,731.5400000000001,Other
12952.0,2011-10,358.52,Other
12952.0,2011-12,297.7300000000001,Other
12953.0,2011-11,329.84999999999997,Other
12955.0,2011-03,473.81999999999994,High Value
12955.0,2011-05,223.60000000000002,High Value
12955.0,2011-06,293.96,High Value
12955.0,2011-07,355.54,High Value
12955.0,2011-09,496.44,High Value
12955.0,2011-10,269.76,High Value
12955.0,2011-11,1836.8200000000004,High Value
12955.0,2011-12,807.22,High Value
12956.0,2011-02,108.07,Other
12957.0,2011-01,413.68000000000006,High Value
12957.0,2011-03,330.51,High Value
12957.0,2011-05,384.58000000000004,High Value
12957.0,2011-06,586.52,High Value
12957.0,2011-09,925.4299999999996,High Value
12957.0,2011-11,1376.82,High Value
12962.0,2011-08,170.54000000000002,Other
12962.0,2011-12,95.85000000000001,Other
12963.0,2010-12,365.80000000000007,Frequent Low Spender
12963.0,2011-09,253.91,Frequent Low Spender
12963.0,2011-10,105.22,Frequent Low Spender
12963.0,2011-11,867.0499999999998,Frequent Low Spender
12963.0,2011-12,264.65000000000003,Frequent Low Spender
12965.0,2011-09,771.9099999999996,Other
12966.0,2011-11,160.18,Other
12967.0,2010-12,1660.9,Other
12968.0,2011-08,135.95,Other
12970.0,2011-01,23.799999999999997,Other
12970.0,2011-12,428.43999999999994,Other
12971.0,2010-12,436.19,High Value
12971.0,2011-01,657.28,High Value
12971.0,2011-02,582.0999999999999,High Value
12971.0,2011-03,1158.4399999999998,High Value
12971.0,2011-04,1196.2,High Value
12971.0,2011-05,608.01,High Value
12971.0,2011-06,577.42,High Value
12971.0,2011-07,1923.9600000000005,High Value
12971.0,2011-08,715.16,High Value
12971.0,2011-09,799.04,High Value
12971.0,2011-10,460.7599999999999,High Value
12971.0,2011-11,1913.45,High Value
12971.0,2011-12,161.9,High Value
12974.0,2011-05,144.8,Other
12976.0,2011-05,738.6,Other
12977.0,2011-07,39.24,Other
12980.0,2010-12,889.32,High Value
12980.0,2011-01,721.9200000000001,High Value
12980.0,2011-02,1223.7,High Value
12980.0,2011-03,838.8000000000001,High Value
12980.0,2011-05,892.62,High Value
12980.0,2011-06,1969.7400000000002,High Value
12980.0,2011-07,838.8000000000001,High Value
12981.0,2011-07,187.18,Other
12981.0,2011-11,185.04000000000002,Other
12982.0,2011-04,390.53999999999996,Other
12984.0,2011-11,97.5,Other
12985.0,2011-11,754.3799999999999,Other
12985.0,2011-12,485.0,Other
12987.0,2011-05,304.3,Other
12987.0,2011-09,254.39999999999998,Other
12988.0,2011-02,535.32,Other
12989.0,2010-12,202.5,High Value
12989.0,2011-01,810.0,High Value
12989.0,2011-02,901.5999999999999,High Value
12989.0,2011-03,437.40000000000003,High Value
12989.0,2011-04,277.56,High Value
12989.0,2011-05,698.8800000000001,High Value
12989.0,2011-07,1141.2,High Value
12989.0,2011-09,637.9200000000001,High Value
12989.0,2011-10,1332.96,High Value
12989.0,2011-11,354.96,High Value
12989.0,2011-12,129.13,High Value
12990.0,2011-02,97.5,Other
12990.0,2011-06,166.4,Other
12990.0,2011-11,145.6,Other
12991.0,2011-08,303.55999999999995,Other
12991.0,2011-11,200.20000000000002,Other
12993.0,2011-02,102.89999999999999,Other
12993.0,2011-05,72.4,Other
12993.0,2011-08,197.10000000000002,Other
12993.0,2011-11,42.36000000000001,Other
12994.0,2011-03,352.59999999999997,Other
12994.0,2011-08,292.87000000000006,Other
12994.0,2011-12,328.95000000000005,Other
12995.0,2011-09,211.32,Other
12997.0,2011-01,305.55,Other
12997.0,2011-04,302.92,Other
12997.0,2011-09,307.91999999999996,Other
12997.0,2011-11,310.49999999999994,Other
12999.0,2011-04,320.2799999999999,Other
12999.0,2011-05,135.60000000000002,Other
13000.0,2010-12,201.75000000000003,Other
13000.0,2011-03,256.78,Other
13000.0,2011-08,76.32000000000001,Other
13001.0,2011-01,1369.84,High Value
13001.0,2011-02,2131.799999999999,High Value
13001.0,2011-03,1941.6799999999996,High Value
13001.0,2011-04,636.4499999999998,High Value
13001.0,2011-05,1264.08,High Value
13001.0,2011-06,501.49999999999994,High Value
13001.0,2011-07,770.07,High Value
13001.0,2011-11,612.3899999999999,High Value
13001.0,2011-12,591.01,High Value
13002.0,2011-01,120.94999999999999,Other
13003.0,2011-05,59.050000000000004,Other
13003.0,2011-07,30.0,Other
13003.0,2011-08,60.0,Other
13004.0,2010-12,357.01,High Value
13004.0,2011-01,645.38,High Value
13004.0,2011-02,589.6500000000001,High Value
13004.0,2011-04,451.7799999999999,High Value
13004.0,2011-05,404.19999999999993,High Value
13004.0,2011-06,700.56,High Value
13004.0,2011-07,308.44000000000005,High Value
13004.0,2011-08,328.07,High Value
13004.0,2011-09,340.2100000000002,High Value
13004.0,2011-10,483.7000000000001,High Value
13004.0,2011-11,1046.9099999999999,High Value
13005.0,2011-04,321.65,Other
13005.0,2011-06,192.05,Other
13006.0,2011-10,81.57,Other
13008.0,2011-01,229.47000000000003,Other
13011.0,2010-12,50.550000000000004,Other
13012.0,2011-02,377.27000000000004,Frequent Low Spender
13012.0,2011-05,330.12,Frequent Low Spender
13012.0,2011-07,304.92,Frequent Low Spender
13012.0,2011-09,193.52999999999997,Frequent Low Spender
13012.0,2011-11,456.00000000000006,Frequent Low Spender
13013.0,2010-12,1528.3400000000004,High Value
13013.0,2011-04,649.3200000000002,High Value
13013.0,2011-05,194.63000000000002,High Value
13013.0,2011-07,560.8399999999999,High Value
13013.0,2011-08,449.6600000000001,High Value
13013.0,2011-09,303.3,High Value
13013.0,2011-10,216.81,High Value
13013.0,2011-11,612.94,High Value
13013.0,2011-12,295.1,High Value
13014.0,2011-03,833.1800000000001,Frequent Low Spender
13014.0,2011-05,494.84999999999997,Frequent Low Spender
13014.0,2011-06,460.75,Frequent Low Spender
13014.0,2011-08,233.70000000000002,Frequent Low Spender
13014.0,2011-09,399.15,Frequent Low Spender
13014.0,2011-11,1044.65,Frequent Low Spender
13015.0,2011-04,979.3700000000002,Frequent Low Spender
13015.0,2011-05,783.6699999999998,Frequent Low Spender
13015.0,2011-10,1583.2399999999996,Frequent Low Spender
13016.0,2011-08,425.24999999999983,Other
13016.0,2011-09,364.64,Other
13017.0,2011-12,204.0,Other
13018.0,2011-02,642.4499999999999,High Value
13018.0,2011-03,332.6000000000001,High Value
13018.0,2011-04,1623.92,High Value
13018.0,2011-05,1074.99,High Value
13018.0,2011-06,178.94000000000003,High Value
13018.0,2011-07,683.9899999999999,High Value
13018.0,2011-08,251.96000000000004,High Value
13018.0,2011-09,889.3199999999999,High Value
13018.0,2011-10,412.1699999999999,High Value
13018.0,2011-11,1187.36,High Value
13021.0,2010-12,157.35,Frequent Low Spender
13021.0,2011-03,259.35,Frequent Low Spender
13021.0,2011-05,348.29999999999995,Frequent Low Spender
13021.0,2011-06,387.47,Frequent Low Spender
13021.0,2011-09,466.81000000000006,Frequent Low Spender
13021.0,2011-11,691.6700000000002,Frequent Low Spender
13021.0,2011-12,305.43,Frequent Low Spender
13023.0,2011-08,336.40000000000003,Other
13023.0,2011-10,353.5,Other
13026.0,2011-03,84.36,Frequent Low Spender
13026.0,2011-05,159.35999999999999,Frequent Low Spender
13026.0,2011-09,360.4800000000001,Frequent Low Spender
13026.0,2011-11,170.64000000000001,Frequent Low Spender
13026.0,2011-12,200.52000000000004,Frequent Low Spender
13027.0,2010-12,1440.0,High Value
13027.0,2011-03,384.0,High Value
13027.0,2011-04,2016.0,High Value
13027.0,2011-07,1536.0,High Value
13027.0,2011-08,1536.0,High Value
13028.0,2011-10,355.93999999999994,Other
13028.0,2011-11,305.38,Other
13029.0,2010-12,382.5,Other
13029.0,2011-07,390.7,Other
13029.0,2011-11,474.29999999999995,Other
13030.0,2010-12,427.74,Other
13030.0,2011-11,371.7399999999999,Other
13032.0,2011-09,496.29999999999984,Other
13032.0,2011-10,513.8800000000001,Other
13033.0,2010-12,190.54999999999998,Other
13034.0,2010-12,165.86000000000004,Other
13034.0,2011-10,476.91,Other
13035.0,2011-03,333.00000000000006,Other
13035.0,2011-09,588.8799999999999,Other
13037.0,2011-03,250.42000000000004,Other
13037.0,2011-05,326.8999999999999,Other
13037.0,2011-07,303.75,Other
13038.0,2011-02,395.09999999999997,Other
13038.0,2011-06,196.66000000000003,Other
13038.0,2011-09,316.70000000000005,Other
13040.0,2011-11,303.25,Other
13040.0,2011-12,373.73999999999995,Other
13043.0,2011-03,516.4200000000001,Other
13044.0,2011-02,560.4700000000001,Other
13045.0,2011-09,305.28,Other
13046.0,2011-03,197.72,Other
13046.0,2011-11,431.59,Other
13047.0,2010-12,366.6300000000001,Frequent Low Spender
13047.0,2011-02,458.90000000000003,Frequent Low Spender
13047.0,2011-03,427.1500000000002,Frequent Low Spender
13047.0,2011-05,419.00000000000006,Frequent Low Spender
13047.0,2011-06,562.4,Frequent Low Spender
13047.0,2011-08,447.93,Frequent Low Spender
13047.0,2011-10,550.58,Frequent Low Spender
13047.0,2011-11,4.95,Frequent Low Spender
13048.0,2011-01,477.60999999999996,Other
13048.0,2011-04,462.31,Other
13048.0,2011-08,435.13000000000005,Other
13048.0,2011-11,460.86000000000007,Other
13049.0,2011-01,153.78000000000003,Other
13049.0,2011-10,502.9,Other
13050.0,2010-12,1199.87,High Value
13050.0,2011-01,323.09000000000003,High Value
13050.0,2011-02,606.5700000000002,High Value
13050.0,2011-03,401.34999999999997,High Value
13050.0,2011-05,343.08000000000004,High Value
13050.0,2011-06,585.17,High Value
13050.0,2011-07,339.38,High Value
13050.0,2011-08,711.23,High Value
13050.0,2011-10,614.7700000000001,High Value
13050.0,2011-11,712.3499999999998,High Value
13052.0,2011-05,348.15000000000003,Other
13055.0,2011-05,344.85999999999996,Other
13055.0,2011-09,869.5499999999997,Other
13058.0,2011-07,47.550000000000004,Other
13058.0,2011-10,90.15,Other
13058.0,2011-11,133.7,Other
13059.0,2011-04,183.4,Other
13060.0,2011-03,307.53000000000003,Other
13061.0,2011-09,248.61,Other
13062.0,2011-06,346.98,Other
13064.0,2011-01,203.29999999999998,Other
13064.0,2011-07,455.94999999999993,Other
13064.0,2011-09,183.07999999999998,Other
13064.0,2011-11,277.1599999999999,Other
13065.0,2010-12,205.85999999999999,Other
13066.0,2011-11,470.80000000000007,Other
13067.0,2011-09,115.46000000000002,Other
13068.0,2011-01,165.0,Other
13068.0,2011-11,179.0,Other
13069.0,2010-12,644.1199999999997,High Value
13069.0,2011-01,340.93999999999994,High Value
13069.0,2011-02,255.03,High Value
13069.0,2011-03,273.9800000000001,High Value
13069.0,2011-04,625.8499999999999,High Value
13069.0,2011-05,391.6200000000001,High Value
13069.0,2011-06,378.38999999999993,High Value
13069.0,2011-07,302.0400000000001,High Value
13069.0,2011-08,185.97000000000003,High Value
13069.0,2011-09,476.76,High Value
13069.0,2011-10,125.08999999999997,High Value
13069.0,2011-11,156.08999999999997,High Value
13069.0,2011-12,280.24,High Value
13070.0,2011-05,228.8,Other
13072.0,2011-03,177.14999999999998,Other
13075.0,2011-08,919.61,Other
13077.0,2010-12,313.72,Other
13077.0,2011-02,263.71999999999997,Other
13077.0,2011-12,151.83,Other
13078.0,2010-12,881.16,High Value
13078.0,2011-01,764.5799999999999,High Value
13078.0,2011-02,348.57000000000005,High Value
13078.0,2011-03,1229.52,High Value
13078.0,2011-04,756.6300000000002,High Value
13078.0,2011-05,486.7,High Value
13078.0,2011-06,776.4199999999998,High Value
13078.0,2011-07,572.9300000000001,High Value
13078.0,2011-08,1100.64,High Value
13078.0,2011-09,1495.4999999999998,High Value
13078.0,2011-10,1412.28,High Value
13078.0,2011-11,1963.9300000000003,High Value
13078.0,2011-12,839.08,High Value
13079.0,2011-07,23.8,Frequent Low Spender
13079.0,2011-09,148.60000000000002,Frequent Low Spender
13079.0,2011-11,17.700000000000003,Frequent Low Spender
13079.0,2011-12,30.0,Frequent Low Spender
13080.0,2011-06,58.08,Other
13081.0,2010-12,2366.78,High Value
13081.0,2011-01,3527.64,High Value
13081.0,2011-02,1573.1900000000005,High Value
13081.0,2011-03,2340.05,High Value
13081.0,2011-05,4655.849999999997,High Value
13081.0,2011-07,4406.610000000001,High Value
13081.0,2011-11,9467.259999999998,High Value
13082.0,2011-01,379.43999999999994,Frequent Low Spender
13082.0,2011-03,706.5,Frequent Low Spender
13082.0,2011-04,874.24,Frequent Low Spender
13082.0,2011-06,285.35,Frequent Low Spender
13082.0,2011-07,1278.1,Frequent Low Spender
13082.0,2011-08,90.0,Frequent Low Spender
13083.0,2011-09,192.39,Other
13083.0,2011-12,111.36,Other
13085.0,2011-02,278.1,Other
13085.0,2011-07,137.98,Other
13089.0,2010-12,5953.210000000001,High Value
13089.0,2011-01,5543.98,High Value
13089.0,2011-02,4060.429999999999,High Value
13089.0,2011-03,4457.81,High Value
13089.0,2011-04,3457.709999999998,High Value
13089.0,2011-05,4466.8,High Value
13089.0,2011-06,3747.9800000000023,High Value
13089.0,2011-07,3692.1800000000003,High Value
13089.0,2011-08,3630.5500000000006,High Value
13089.0,2011-09,7350.5700000000015,High Value
13089.0,2011-10,3320.8999999999996,High Value
13089.0,2011-11,4462.090000000002,High Value
13089.0,2011-12,4681.619999999999,High Value
13090.0,2010-12,1008.4000000000001,High Value
13090.0,2011-01,302.76,High Value
13090.0,2011-02,485.03999999999996,High Value
13090.0,2011-03,555.3,High Value
13090.0,2011-04,760.1,High Value
13090.0,2011-06,832.02,High Value
13090.0,2011-07,968.4000000000001,High Value
13090.0,2011-10,1233.97,High Value
13090.0,2011-11,2409.4500000000007,High Value
13090.0,2011-12,355.38,High Value
13091.0,2011-11,345.82,Other
13092.0,2010-12,185.45,Frequent Low Spender
13092.0,2011-03,110.19999999999999,Frequent Low Spender
13092.0,2011-04,103.30000000000001,Frequent Low Spender
13092.0,2011-05,40.8,Frequent Low Spender
13092.0,2011-09,38.08,Frequent Low Spender
13093.0,2010-12,3795.510000000001,High Value
13093.0,2011-01,2272.96,High Value
13093.0,2011-02,1459.4999999999995,High Value
13093.0,2011-03,304.5,High Value
13094.0,2010-12,223.68,Frequent Low Spender
13094.0,2011-01,152.64000000000001,Frequent Low Spender
13094.0,2011-02,76.32000000000001,Frequent Low Spender
13094.0,2011-03,76.32000000000001,Frequent Low Spender
13094.0,2011-05,411.48,Frequent Low Spender
13094.0,2011-06,152.64000000000001,Frequent Low Spender
13094.0,2011-07,223.68,Frequent Low Spender
13094.0,2011-08,228.96000000000004,Frequent Low Spender
13094.0,2011-09,228.96000000000004,Frequent Low Spender
13094.0,2011-11,152.64000000000001,Frequent Low Spender
13095.0,2011-09,74.4,Other
13097.0,2010-12,304.90000000000003,High Value
13097.0,2011-01,771.2900000000003,High Value
13097.0,2011-02,589.1100000000001,High Value
13097.0,2011-03,878.0200000000002,High Value
13097.0,2011-04,460.94000000000005,High Value
13097.0,2011-06,997.5999999999999,High Value
13097.0,2011-08,641.8499999999998,High Value
13097.0,2011-09,835.5699999999998,High Value
13097.0,2011-11,531.14,High Value
13098.0,2011-01,648.8,High Value
13098.0,2011-02,244.79999999999998,High Value
13098.0,2011-03,349.20000000000005,High Value
13098.0,2011-04,2079.7199999999993,High Value
13098.0,2011-05,3881.0899999999997,High Value
13098.0,2011-06,2370.61,High Value
13098.0,2011-07,2233.6600000000003,High Value
13098.0,2011-08,2660.2,High Value
13098.0,2011-09,2881.68,High Value
13098.0,2011-10,5412.140000000001,High Value
13098.0,2011-11,3754.78,High Value
13098.0,2011-12,2365.7599999999998,High Value
13099.0,2011-09,207.35999999999999,Other
13101.0,2011-04,101.18999999999998,Other
13102.0,2010-12,673.9200000000002,High Value
13102.0,2011-01,757.0600000000001,High Value
13102.0,2011-02,450.8199999999999,High Value
13102.0,2011-03,676.08,High Value
13102.0,2011-04,574.5600000000001,High Value
13102.0,2011-05,636.7199999999998,High Value
13102.0,2011-06,236.44,High Value
13102.0,2011-07,956.1000000000001,High Value
13102.0,2011-09,331.1400000000001,High Value
13102.0,2011-10,366.12,High Value
13102.0,2011-11,263.0,High Value
13102.0,2011-12,502.1299999999999,High Value
13103.0,2011-10,243.94,Other
13104.0,2010-12,101.76,Frequent Low Spender
13104.0,2011-03,111.96,Frequent Low Spender
13104.0,2011-07,162.72,Frequent Low Spender
13104.0,2011-09,202.56,Frequent Low Spender
13104.0,2011-10,180.0,Frequent Low Spender
13104.0,2011-12,339.48,Frequent Low Spender
13106.0,2011-07,76.5,Other
13107.0,2011-01,566.8400000000001,Other
13107.0,2011-06,368.38000000000005,Other
13107.0,2011-09,472.19999999999993,Other
13107.0,2011-10,124.2,Other
13108.0,2010-12,350.05999999999995,Other
13109.0,2011-07,369.85,Other
13109.0,2011-10,416.69000000000005,Other
13110.0,2011-02,271.55,Frequent Low Spender
13110.0,2011-03,460.93999999999994,Frequent Low Spender
13110.0,2011-07,309.74999999999994,Frequent Low Spender
13110.0,2011-10,204.69999999999996,Frequent Low Spender
13110.0,2011-11,241.73000000000002,Frequent Low Spender
13113.0,2010-12,372.97,High Value
13113.0,2011-01,1048.89,High Value
13113.0,2011-02,1180.9700000000003,High Value
13113.0,2011-03,1178.08,High Value
13113.0,2011-04,1228.8000000000002,High Value
13113.0,2011-05,3846.45,High Value
13113.0,2011-06,787.8600000000001,High Value
13113.0,2011-08,1143.0400000000002,High Value
13113.0,2011-10,782.7400000000001,High Value
13113.0,2011-11,336.96,High Value
13113.0,2011-12,339.2,High Value
13115.0,2011-06,878.5500000000003,Other
13115.0,2011-10,916.67,Other
13115.0,2011-11,499.55999999999995,Other
13116.0,2011-07,501.14000000000004,Other
13117.0,2010-12,388.1499999999999,Frequent Low Spender
13117.0,2011-01,111.78,Frequent Low Spender
13117.0,2011-03,90.6,Frequent Low Spender
13117.0,2011-04,65.28,Frequent Low Spender
13117.0,2011-05,95.56000000000003,Frequent Low Spender
13117.0,2011-08,90.39999999999999,Frequent Low Spender
13117.0,2011-11,143.14,Frequent Low Spender
13118.0,2011-02,190.93,Frequent Low Spender
13118.0,2011-03,423.54999999999995,Frequent Low Spender
13118.0,2011-05,185.22000000000003,Frequent Low Spender
13118.0,2011-11,398.1100000000001,Frequent Low Spender
13120.0,2011-04,30.599999999999998,Other
13121.0,2011-03,283.7299999999999,Other
13122.0,2011-04,903.6700000000002,Other
13122.0,2011-09,18.72,Other
13124.0,2010-12,1256.3200000000002,High Value
13124.0,2011-04,1317.8000000000002,High Value
13124.0,2011-09,1292.2100000000003,High Value
13126.0,2010-12,223.44,Frequent Low Spender
13126.0,2011-01,323.87,Frequent Low Spender
13126.0,2011-03,530.11,Frequent Low Spender
13126.0,2011-09,308.56,Frequent Low Spender
13126.0,2011-10,344.21999999999997,Frequent Low Spender
13126.0,2011-12,369.44,Frequent Low Spender
13127.0,2011-09,259.16999999999996,Other
13130.0,2011-09,64.0,Other
13131.0,2011-06,324.9,Other
13131.0,2011-09,447.29999999999995,Other
13131.0,2011-11,301.1,Other
13132.0,2011-03,77.3,Other
13133.0,2011-02,52.349999999999994,Other
13133.0,2011-03,57.45,Other
13134.0,2011-04,525.7,Other
13134.0,2011-06,360.04,Other
13134.0,2011-09,907.8399999999999,Other
13135.0,2011-05,3096.0,Other
13136.0,2011-05,574.4599999999999,Frequent Low Spender
13136.0,2011-07,652.2199999999998,Frequent Low Spender
13136.0,2011-09,921.4000000000001,Frequent Low Spender
13136.0,2011-10,459.53,Frequent Low Spender
13137.0,2011-02,217.92999999999995,High Value
13137.0,2011-04,645.91,High Value
13137.0,2011-07,301.39,High Value
13137.0,2011-08,292.52,High Value
13137.0,2011-09,473.2900000000001,High Value
13137.0,2011-10,576.3700000000001,High Value
13137.0,2011-11,1143.000000000001,High Value
13138.0,2010-12,193.23000000000002,Frequent Low Spender
13138.0,2011-04,193.62000000000003,Frequent Low Spender
13138.0,2011-07,102.6,Frequent Low Spender
13138.0,2011-09,198.44,Frequent Low Spender
13138.0,2011-10,143.8,Frequent Low Spender
13138.0,2011-11,130.7,Frequent Low Spender
13139.0,2011-03,409.5,High Value
13139.0,2011-05,760.52,High Value
13139.0,2011-08,540.9200000000001,High Value
13139.0,2011-09,1873.6200000000001,High Value
13139.0,2011-11,1480.38,High Value
13140.0,2010-12,159.51000000000002,Other
13140.0,2011-08,264.21,Other
13141.0,2011-01,524.57,Frequent Low Spender
13141.0,2011-04,516.28,Frequent Low Spender
13141.0,2011-05,360.17999999999995,Frequent Low Spender
13141.0,2011-09,987.7200000000001,Frequent Low Spender
13142.0,2011-11,307.0899999999999,Other
13144.0,2011-01,110.94999999999999,Other
13145.0,2010-12,295.0,Other
13145.0,2011-08,118.80000000000001,Other
13145.0,2011-09,85.92,Other
13145.0,2011-10,118.80000000000001,Other
13146.0,2011-11,228.91,Other
13147.0,2011-09,118.80000000000001,Other
13147.0,2011-10,118.80000000000001,Other
13147.0,2011-11,475.20000000000005,Other
13148.0,2010-12,309.40000000000003,High Value
13148.0,2011-01,778.2600000000001,High Value
13148.0,2011-03,369.0899999999999,High Value
13148.0,2011-04,341.58,High Value
13148.0,2011-07,991.54,High Value
13148.0,2011-11,917.2500000000002,High Value
13149.0,2011-02,376.74,Other
13149.0,2011-07,506.15999999999997,Other
13149.0,2011-08,249.72000000000003,Other
13149.0,2011-11,543.4400000000002,Other
13151.0,2011-02,1257.8700000000003,Other
13153.0,2011-12,486.22,Other
13155.0,2010-12,379.6999999999999,Other
13155.0,2011-01,189.49999999999997,Other
13155.0,2011-09,313.3,Other
13155.0,2011-11,89.25999999999999,Other
13157.0,2011-02,197.82,Other
13157.0,2011-04,300.11999999999995,Other
13157.0,2011-07,375.26,Other
13157.0,2011-10,868.02,Other
13158.0,2011-01,256.40999999999997,Other
13158.0,2011-07,306.41999999999996,Other
13158.0,2011-08,305.3399999999999,Other
13158.0,2011-09,332.89,Other
13159.0,2011-08,851.59,Other
13159.0,2011-10,303.7,Other
13159.0,2011-12,282.56000000000006,Other
13160.0,2011-11,91.8,Other
13161.0,2011-01,112.75,Other
13162.0,2011-01,753.2599999999998,Other
13162.0,2011-04,548.4300000000001,Other
13162.0,2011-06,3.75,Other
13162.0,2011-08,382.85,Other
13165.0,2010-12,354.64,Other
13165.0,2011-10,666.8399999999999,Other
13166.0,2011-03,417.19999999999993,Other
13167.0,2011-07,242.91000000000003,Other
13167.0,2011-08,174.64000000000004,Other
13167.0,2011-10,242.11999999999998,Other
13167.0,2011-11,131.66,Other
13168.0,2011-01,632.18,Other
13168.0,2011-02,209.04999999999998,Other
13168.0,2011-05,131.43,Other
13168.0,2011-11,346.53,Other
13169.0,2011-04,505.19999999999993,Other
13169.0,2011-10,207.68,Other
13170.0,2011-11,116.01000000000002,Other
13171.0,2011-02,140.35,Other
13171.0,2011-10,132.54,Other
13171.0,2011-11,195.52,Other
13173.0,2010-12,165.94000000000003,Other
13173.0,2011-12,187.70999999999998,Other
13174.0,2010-12,1415.9700000000003,Other
13174.0,2011-01,692.2999999999998,Other
13174.0,2011-11,708.7600000000002,Other
13176.0,2011-10,492.8400000000001,Other
13177.0,2011-10,282.45,Other
13178.0,2010-12,709.9999999999999,High Value
13178.0,2011-02,414.00000000000006,High Value
13178.0,2011-04,483.00000000000006,High Value
